customer_id,monthly_spend,contract_length_months,support_tickets,feature_usage_score,days_since_last_login,price_sensitivity_score,competitor_engagement,churn
C002701,1592.06,12,6,0.761,6,0.268,0.16,0
C002702,3326.97,6,1,0.966,79,0.525,0.347,1
C002703,1508.65,12,2,0.847,25,0.188,0.205,1
C002704,811.96,12,4,0.6,3,0.571,0.181,0
C002705,1534.67,12,1,0.832,6,0.272,0.176,0
C002706,746.88,3,2,0.721,12,0.493,0.494,0
C002707,677.98,12,3,0.708,43,0.415,0.044,1
C002708,502.13,24,0,0.492,24,0.442,0.374,0
C002709,2323.27,24,3,0.63,23,0.663,0.372,0
C002710,345.59,24,2,0.583,8,0.392,0.153,0
C002711,2266.28,6,0,0.189,21,0.187,0.149,0
C002712,992.17,24,2,0.833,3,0.078,0.536,1
C002713,217.14,12,3,0.414,16,0.107,0.278,0
C002714,892.58,3,0,0.641,16,0.206,0.199,1
C002715,123.96,24,2,0.58,23,0.168,0.458,0
C002716,1097.08,36,3,0.665,5,0.712,0.249,0
C002717,1350.44,12,1,0.831,2,0.2,0.326,0
C002718,414.1,6,6,0.539,68,0.227,0.541,1
C002719,734.24,6,3,0.294,3,0.35,0.433,0
C002720,3175.84,12,1,0.744,8,0.256,0.397,0
C002721,443.81,24,2,0.744,40,0.293,0.432,0
C002722,285.11,6,4,0.676,18,0.241,0.2,0
C002723,2176.19,24,1,0.849,4,0.159,0.254,0
C002724,3197.32,6,5,0.199,13,0.297,0.172,1
C002725,667.11,24,5,0.372,36,0.583,0.558,0
C002726,1493.94,36,1,0.256,90,0.539,0.415,0
C002727,1945.32,12,2,0.734,20,0.268,0.469,0
C002728,367.24,12,2,0.174,5,0.507,0.546,0
C002729,451.13,24,4,0.69,33,0.651,0.037,1
C002730,1780.59,12,2,0.553,33,0.24,0.148,0
C002731,2560.64,12,2,0.873,44,0.524,0.269,0
C002732,1043.47,12,3,0.41,2,0.479,0.264,0
C002733,329.03,6,6,0.758,9,0.496,0.31,0
C002734,3260.54,24,2,0.599,5,0.675,0.181,0
C002735,434.95,6,3,0.153,4,0.226,0.388,0
C002736,508.72,36,3,0.101,9,0.186,0.105,0
C002737,874.69,6,3,0.603,0,0.194,0.153,0
C002738,2306.14,24,3,0.491,37,0.298,0.064,1
C002739,1317.09,6,4,0.893,38,0.608,0.037,0
C002740,926.94,12,1,0.57,57,0.233,0.284,0
C002741,963.56,12,2,0.634,1,0.448,0.393,0
C002742,688.7,24,0,0.46,16,0.166,0.198,1
C002743,1039.52,12,2,0.384,0,0.555,0.265,0
C002744,87.91,24,6,0.629,17,0.531,0.293,0
C002745,524.64,12,4,0.476,2,0.195,0.141,1
C002746,806.79,12,3,0.576,9,0.135,0.298,0
C002747,264.86,24,4,0.61,7,0.172,0.053,0
C002748,906.02,6,2,0.792,8,0.828,0.253,0
C002749,564.77,12,0,0.383,4,0.806,0.318,0
C002750,2709.12,12,3,0.713,2,0.485,0.456,0
C002751,2341.19,12,0,0.606,0,0.92,0.233,1
C002752,458.22,12,2,0.281,27,0.672,0.332,1
C002753,589.53,12,3,0.786,49,0.77,0.108,0
C002754,626.93,6,3,0.214,45,0.674,0.143,1
C002755,463.44,24,3,0.753,20,0.533,0.178,0
C002756,777.45,36,6,0.462,2,0.4,0.268,0
C002757,362.63,12,2,0.251,16,0.321,0.304,1
C002758,269.21,12,5,0.267,2,0.627,0.443,0
C002759,1094.63,3,6,0.39,14,0.136,0.214,0
C002760,1100.61,24,4,0.794,38,0.405,0.152,0
C002761,349.52,6,3,0.563,4,0.604,0.064,0
C002762,1361.42,12,3,0.692,54,0.066,0.087,0
C002763,401.31,36,2,0.637,9,0.546,0.111,0
C002764,814.47,12,4,0.872,4,0.084,0.161,0
C002765,1282.13,24,6,0.638,13,0.176,0.232,0
C002766,647.49,12,3,0.326,40,0.235,0.301,1
C002767,956.99,3,3,0.781,6,0.556,0.052,0
C002768,440.04,24,2,0.671,3,0.129,0.551,1
C002769,568.4,3,6,0.972,20,0.228,0.054,0
C002770,564.15,24,2,0.506,23,0.37,0.504,0
C002771,366.04,3,3,0.172,1,0.198,0.057,1
C002772,577.43,24,3,0.138,5,0.158,0.308,0
C002773,192.69,6,1,0.294,2,0.463,0.368,0
C002774,449.02,12,1,0.654,24,0.312,0.103,0
C002775,529.59,12,2,0.293,15,0.151,0.248,0
C002776,541.89,12,1,0.175,45,0.121,0.611,0
C002777,548.29,12,5,0.339,22,0.286,0.219,0
C002778,633.07,12,0,0.537,6,0.427,0.229,0
C002779,976.09,12,3,0.647,8,0.11,0.378,0
C002780,1338.91,12,5,0.715,10,0.863,0.345,1
C002781,395.51,12,2,0.462,2,0.666,0.127,0
C002782,254.03,12,3,0.886,50,0.333,0.176,0
C002783,288.98,6,4,0.368,24,0.176,0.572,0
C002784,450.45,36,3,0.921,25,0.476,0.152,1
C002785,501.93,12,2,0.384,21,0.279,0.331,0
C002786,359.24,6,4,0.528,11,0.34,0.528,0
C002787,235.83,12,1,0.669,9,0.426,0.181,0
C002788,461.79,24,1,0.58,15,0.226,0.143,0
C002789,769.04,3,4,0.702,26,0.573,0.064,1
C002790,1070.65,12,2,0.107,8,0.211,0.137,1
C002791,425.84,12,4,0.568,13,0.86,0.497,1
C002792,478.0,6,2,0.365,21,0.231,0.242,1
C002793,316.92,24,1,0.772,6,0.504,0.471,0
C002794,648.62,12,3,0.383,35,0.75,0.322,0
C002795,337.4,6,2,0.517,4,0.108,0.251,0
C002796,1052.06,24,2,0.618,39,0.421,0.071,1
C002797,159.38,12,4,0.645,0,0.258,0.308,0
C002798,498.85,24,6,0.064,20,0.673,0.399,0
C002799,846.31,12,4,0.458,12,0.172,0.303,0
C002800,770.52,24,3,0.612,5,0.21,0.311,1
C002801,5735.48,24,3,0.516,59,0.463,0.299,1
C002802,879.93,3,3,0.859,4,0.548,0.463,1
C002803,297.9,24,1,0.652,13,0.349,0.287,0
C002804,616.24,12,0,0.355,16,0.174,0.137,0
C002805,160.61,3,2,0.319,62,0.355,0.162,1
C002806,623.61,12,1,0.532,20,0.56,0.239,1
C002807,341.57,3,3,0.538,1,0.294,0.617,0
C002808,1383.42,24,1,0.699,10,0.659,0.222,0
C002809,428.53,12,6,0.142,40,0.384,0.547,0
C002810,605.82,36,2,0.737,28,0.629,0.251,0
C002811,400.04,6,3,0.472,1,0.855,0.293,0
C002812,2673.33,12,3,0.26,17,0.637,0.402,0
C002813,514.4,6,0,0.331,2,0.178,0.253,0
C002814,2881.44,12,3,0.535,2,0.399,0.265,0
C002815,1275.79,24,3,0.435,65,0.312,0.5,1
C002816,978.14,24,2,0.549,24,0.629,0.205,0
C002817,893.36,24,3,0.466,2,0.085,0.031,0
C002818,911.45,24,1,0.348,8,0.226,0.111,0
C002819,142.29,3,3,0.709,22,0.351,0.376,0
C002820,532.13,12,3,0.557,47,0.244,0.339,1
C002821,1307.83,12,7,0.592,1,0.48,0.273,0
C002822,639.63,12,0,0.486,1,0.717,0.098,1
C002823,216.12,6,6,0.431,2,0.22,0.366,0
C002824,637.83,12,4,0.366,15,0.391,0.335,0
C002825,2600.05,12,4,0.5,12,0.477,0.37,0
C002826,1803.55,12,3,0.625,3,0.746,0.208,0
C002827,632.95,24,7,0.413,15,0.372,0.059,0
C002828,1423.91,12,3,0.565,8,0.444,0.151,0
C002829,496.11,3,2,0.711,3,0.354,0.138,0
C002830,170.19,3,6,0.723,0,0.071,0.337,0
C002831,317.48,24,2,0.19,2,0.049,0.209,0
C002832,2322.29,36,2,0.453,9,0.493,0.172,0
C002833,534.22,12,5,0.867,14,0.674,0.408,0
C002834,547.46,12,2,0.364,5,0.257,0.341,0
C002835,523.29,36,1,0.608,30,0.527,0.324,0
C002836,3051.26,12,5,0.435,16,0.409,0.239,0
C002837,2442.47,24,0,0.543,29,0.108,0.479,1
C002838,3924.62,24,3,0.573,10,0.091,0.25,0
C002839,585.67,12,1,0.28,44,0.614,0.332,0
C002840,842.61,12,3,0.401,32,0.375,0.051,0
C002841,197.69,6,3,0.472,16,0.668,0.16,1
C002842,2167.97,6,3,0.511,22,0.678,0.389,0
C002843,261.33,24,2,0.822,3,0.364,0.36,1
C002844,791.1,24,5,0.535,29,0.317,0.361,1
C002845,276.49,24,6,0.404,18,0.238,0.083,0
C002846,415.26,12,5,0.605,4,0.485,0.527,1
C002847,340.42,3,2,0.676,6,0.238,0.184,0
C002848,408.99,3,2,0.637,49,0.417,0.243,1
C002849,432.12,12,7,0.417,4,0.598,0.181,0
C002850,428.97,12,3,0.833,11,0.399,0.324,1
C002851,1295.52,12,4,0.491,36,0.392,0.248,0
C002852,274.82,3,2,0.689,7,0.335,0.522,0
C002853,793.48,36,2,0.405,3,0.297,0.062,0
C002854,1762.29,12,2,0.488,13,0.253,0.112,0
C002855,441.18,24,7,0.577,4,0.364,0.349,0
C002856,374.53,12,0,0.957,82,0.197,0.564,0
C002857,553.12,6,8,0.757,21,0.458,0.467,0
C002858,1709.2,24,5,0.52,14,0.078,0.383,1
C002859,776.88,24,4,0.797,11,0.551,0.197,0
C002860,434.86,12,6,0.665,19,0.043,0.204,1
C002861,979.56,12,2,0.541,8,0.256,0.273,0
C002862,275.38,3,5,0.833,4,0.495,0.303,0
C002863,1147.21,12,3,0.91,5,0.319,0.574,0
C002864,922.31,36,2,0.263,2,0.487,0.222,0
C002865,519.96,3,6,0.271,45,0.339,0.109,0
C002866,340.06,6,5,0.277,59,0.862,0.516,0
C002867,327.23,36,5,0.05,5,0.165,0.259,1
C002868,1020.3,6,3,0.142,76,0.205,0.197,1
C002869,1777.89,12,3,0.57,16,0.097,0.304,0
C002870,399.48,12,3,0.639,5,0.171,0.23,0
C002871,959.79,12,4,0.25,14,0.291,0.338,0
C002872,125.26,12,3,0.675,1,0.437,0.229,0
C002873,416.67,6,2,0.361,3,0.676,0.408,0
C002874,648.82,3,2,0.598,5,0.596,0.532,0
C002875,321.26,24,1,0.458,48,0.133,0.555,0
C002876,314.44,24,1,0.465,59,0.158,0.342,1
C002877,389.86,12,3,0.317,10,0.871,0.244,0
C002878,840.3,12,5,0.191,5,0.284,0.524,0
C002879,572.57,6,2,0.572,7,0.294,0.37,0
C002880,110.99,3,3,0.815,8,0.475,0.174,0
C002881,121.93,24,5,0.197,16,0.193,0.333,1
C002882,409.32,12,2,0.291,3,0.518,0.058,0
C002883,959.25,12,2,0.789,17,0.087,0.305,0
C002884,73.85,6,3,0.438,9,0.222,0.162,0
C002885,445.95,3,3,0.827,19,0.087,0.417,0
C002886,436.59,12,1,0.217,16,0.526,0.304,0
C002887,2019.63,24,5,0.381,12,0.489,0.345,1
C002888,488.81,36,5,0.397,2,0.241,0.027,0
C002889,903.6,24,1,0.467,3,0.435,0.176,0
C002890,744.72,36,4,0.753,8,0.792,0.398,0
C002891,120.97,36,5,0.704,26,0.178,0.25,0
C002892,1229.75,12,3,0.084,8,0.672,0.191,1
C002893,790.22,6,1,0.578,6,0.136,0.728,0
C002894,998.86,24,5,0.669,31,0.317,0.128,1
C002895,15382.57,6,5,0.881,41,0.394,0.232,0
C002896,125.55,6,4,0.72,25,0.605,0.286,0
C002897,2643.23,6,3,0.622,11,0.228,0.179,0
C002898,528.5,12,3,0.618,4,0.131,0.507,0
C002899,837.03,12,3,0.303,105,0.583,0.414,1
C002900,641.36,6,2,0.43,8,0.758,0.147,0
C002901,473.72,12,2,0.904,11,0.744,0.528,0
C002902,421.63,24,4,0.697,14,0.409,0.326,0
C002903,865.76,12,1,0.694,16,0.636,0.305,0
C002904,197.6,24,2,0.547,0,0.467,0.618,0
C002905,1212.53,6,3,0.73,45,0.596,0.254,0
C002906,476.77,6,0,0.234,42,0.646,0.187,1
C002907,269.33,12,2,0.606,2,0.156,0.268,0
C002908,464.05,12,2,0.685,37,0.521,0.245,0
C002909,1818.41,12,2,0.451,3,0.394,0.119,0
C002910,433.43,24,4,0.384,5,0.478,0.142,1
C002911,886.04,24,3,0.372,14,0.236,0.403,0
C002912,370.64,36,1,0.707,75,0.753,0.32,1
C002913,1219.67,12,5,0.608,13,0.331,0.159,1
C002914,1151.02,6,4,0.583,9,0.797,0.627,0
C002915,2918.68,12,5,0.293,14,0.741,0.125,0
C002916,577.99,6,3,0.449,5,0.678,0.373,1
C002917,1135.61,6,3,0.583,53,0.237,0.597,1
C002918,719.43,6,2,0.523,54,0.673,0.091,0
C002919,1875.63,12,2,0.606,22,0.167,0.393,0
C002920,374.25,6,3,0.257,3,0.548,0.168,0
C002921,1207.13,3,1,0.579,13,0.614,0.279,0
C002922,569.21,12,2,0.441,9,0.201,0.172,0
C002923,631.85,12,7,0.255,109,0.192,0.045,1
C002924,715.8,24,2,0.206,1,0.543,0.571,0
C002925,813.86,12,3,0.164,5,0.732,0.202,0
C002926,606.08,6,3,0.924,13,0.111,0.3,0
C002927,789.79,6,4,0.782,34,0.868,0.253,0
C002928,2350.76,6,3,0.278,26,0.834,0.101,1
C002929,1463.17,24,3,0.516,62,0.618,0.431,1
C002930,1333.18,24,5,0.736,4,0.701,0.235,0
C002931,462.0,6,1,0.19,2,0.229,0.28,1
C002932,326.56,12,2,0.352,17,0.623,0.569,0
C002933,1428.3,36,2,0.199,11,0.505,0.33,0
C002934,1340.55,12,4,0.187,8,0.433,0.067,0
C002935,2160.59,24,1,0.249,29,0.648,0.279,0
C002936,410.27,6,2,0.033,15,0.339,0.328,0
C002937,553.55,6,1,0.499,7,0.432,0.448,0
C002938,179.18,24,3,0.524,15,0.476,0.474,1
C002939,485.91,12,2,0.696,53,0.433,0.351,0
C002940,1476.24,12,1,0.195,6,0.251,0.479,0
C002941,457.97,12,4,0.568,12,0.632,0.245,0
C002942,1110.3,12,4,0.436,6,0.706,0.337,0
C002943,571.12,24,1,0.849,17,0.257,0.215,0
C002944,861.99,6,0,0.894,46,0.335,0.171,0
C002945,265.56,12,1,0.153,21,0.13,0.192,0
C002946,712.06,24,2,0.516,4,0.448,0.59,0
C002947,60.77,12,2,0.498,2,0.188,0.325,0
C002948,572.77,12,3,0.359,0,0.475,0.245,0
C002949,180.48,24,3,0.441,36,0.619,0.33,0
C002950,1745.5,36,4,0.726,12,0.801,0.283,0
C002951,1238.83,12,3,0.717,10,0.448,0.216,0
C002952,966.17,12,2,0.353,6,0.497,0.056,0
C002953,2245.77,24,2,0.379,11,0.188,0.209,0
C002954,311.33,24,3,0.271,8,0.12,0.728,1
C002955,2691.6,24,3,0.397,27,0.376,0.297,1
C002956,1402.14,12,7,0.329,24,0.432,0.373,0
C002957,550.46,12,2,0.374,11,0.176,0.191,0
C002958,1649.94,12,2,0.238,21,0.516,0.413,0
C002959,274.5,24,4,0.457,17,0.257,0.327,1
C002960,343.91,24,2,0.672,20,0.222,0.187,1
C002961,408.76,6,5,0.458,28,0.562,0.352,0
C002962,435.64,12,3,0.647,1,0.297,0.391,0
C002963,285.65,12,4,0.471,35,0.588,0.425,1
C002964,1769.53,36,2,0.213,6,0.263,0.524,1
C002965,540.73,12,4,0.413,9,0.277,0.187,1
C002966,881.83,12,2,0.408,6,0.513,0.145,0
C002967,421.46,3,3,0.581,35,0.79,0.289,1
C002968,155.01,12,3,0.438,40,0.624,0.162,0
C002969,825.55,3,3,0.293,3,0.144,0.546,0
C002970,144.06,24,7,0.432,14,0.296,0.482,1
C002971,629.61,24,2,0.496,9,0.253,0.461,1
C002972,222.59,12,6,0.847,4,0.793,0.369,0
C002973,3261.1,12,0,0.755,16,0.411,0.34,0
C002974,1378.97,24,3,0.915,9,0.383,0.385,0
C002975,723.86,6,4,0.657,25,0.539,0.382,0
C002976,1827.98,6,2,0.858,36,0.13,0.175,0
C002977,337.97,36,2,0.632,0,0.23,0.049,0
C002978,1027.4,24,3,0.337,15,0.555,0.098,0
C002979,780.43,24,4,0.357,17,0.517,0.203,0
C002980,821.57,6,4,0.453,7,0.162,0.525,0
C002981,1840.67,6,0,0.368,32,0.233,0.539,0
C002982,1195.11,3,0,0.98,48,0.573,0.281,0
C002983,837.97,6,4,0.278,28,0.31,0.03,1
C002984,176.99,24,5,0.39,14,0.571,0.28,0
C002985,308.57,6,4,0.667,0,0.57,0.247,0
C002986,602.95,24,4,0.811,10,0.343,0.408,0
C002987,716.73,6,6,0.749,23,0.244,0.358,0
C002988,269.3,12,2,0.748,3,0.264,0.256,0
C002989,4579.48,36,3,0.558,29,0.513,0.19,0
C002990,2237.5,6,2,0.162,19,0.45,0.475,1
C002991,1076.74,12,1,0.266,8,0.899,0.107,0
C002992,704.6,12,7,0.199,37,0.121,0.317,0
C002993,561.29,6,3,0.644,20,0.227,0.122,1
C002994,310.59,12,2,0.399,7,0.347,0.386,1
C002995,707.67,12,5,0.608,4,0.214,0.551,0
C002996,817.46,12,4,0.276,3,0.602,0.071,0
C002997,246.31,24,5,0.119,86,0.211,0.25,1
C002998,869.0,12,2,0.859,40,0.582,0.588,0
C002999,587.45,3,3,0.373,23,0.27,0.472,0
C003000,144.57,12,0,0.965,12,0.727,0.473,0
C003001,334.18,3,7,0.794,37,0.23,0.303,0
C003002,477.76,12,7,0.204,24,0.477,0.398,0
C003003,3011.37,12,2,0.626,16,0.351,0.318,1
C003004,1038.2,6,2,0.204,30,0.442,0.483,1
C003005,228.52,24,3,0.311,2,0.474,0.235,0
C003006,981.25,36,4,0.958,41,0.453,0.146,0
C003007,192.9,24,2,0.655,2,0.314,0.333,0
C003008,1581.54,12,5,0.481,46,0.628,0.217,1
C003009,456.28,12,1,0.132,4,0.565,0.147,0
C003010,617.14,36,0,0.437,9,0.475,0.183,0
C003011,1921.07,12,4,0.347,28,0.289,0.329,0
C003012,237.52,24,1,0.502,2,0.103,0.294,0
C003013,217.52,3,1,0.598,73,0.322,0.481,1
C003014,417.01,3,2,0.525,27,0.538,0.253,1
C003015,1526.45,24,1,0.094,6,0.286,0.818,1
C003016,197.26,24,1,0.541,43,0.348,0.304,1
C003017,69.01,24,1,0.694,0,0.467,0.237,0
C003018,463.62,36,3,0.538,0,0.131,0.455,0
C003019,1034.21,6,4,0.8,7,0.148,0.334,0
C003020,1737.51,6,3,0.113,2,0.424,0.076,0
C003021,459.19,36,2,0.296,34,0.354,0.279,0
C003022,478.6,6,3,0.449,9,0.303,0.173,0
C003023,1674.25,12,2,0.442,19,0.307,0.497,1
C003024,149.04,12,3,0.517,34,0.288,0.127,0
C003025,487.45,3,2,0.149,3,0.501,0.38,0
C003026,774.59,6,4,0.255,72,0.707,0.165,1
C003027,952.77,12,2,0.097,21,0.427,0.602,0
C003028,442.37,24,4,0.589,1,0.252,0.339,0
C003029,683.72,24,1,0.639,15,0.302,0.362,0
C003030,90.86,12,2,0.312,40,0.065,0.521,0
C003031,392.84,12,4,0.304,45,0.318,0.234,0
C003032,956.05,6,4,0.298,27,0.362,0.208,1
C003033,303.13,6,2,0.683,71,0.409,0.359,1
C003034,697.28,12,7,0.801,13,0.577,0.282,0
C003035,950.98,3,2,0.274,10,0.616,0.193,1
C003036,505.71,6,1,0.611,4,0.601,0.344,0
C003037,762.32,12,0,0.166,12,0.365,0.261,0
C003038,307.91,12,3,0.492,38,0.227,0.247,1
C003039,563.81,3,2,0.704,1,0.137,0.015,0
C003040,1083.74,12,2,0.502,5,0.088,0.578,0
C003041,754.14,12,4,0.221,71,0.41,0.135,1
C003042,416.04,3,1,0.733,31,0.338,0.21,1
C003043,795.82,36,2,0.639,6,0.28,0.316,0
C003044,1178.13,3,2,0.289,36,0.317,0.549,0
C003045,129.03,24,3,0.18,3,0.324,0.184,0
C003046,1681.19,3,1,0.82,21,0.379,0.202,0
C003047,508.26,24,3,0.263,4,0.468,0.169,0
C003048,934.86,3,2,0.74,15,0.331,0.378,0
C003049,1733.33,24,6,0.347,19,0.344,0.292,1
C003050,222.0,12,4,0.96,26,0.089,0.227,1
C003051,377.08,24,4,0.874,47,0.231,0.099,0
C003052,528.03,12,2,0.6,31,0.445,0.131,1
C003053,355.31,3,1,0.228,7,0.392,0.11,0
C003054,2664.97,24,9,0.22,37,0.303,0.157,0
C003055,335.15,3,6,0.399,1,0.178,0.491,0
C003056,426.48,36,3,0.184,26,0.154,0.044,0
C003057,783.3,3,4,0.599,13,0.383,0.084,0
C003058,254.24,12,3,0.431,11,0.601,0.212,1
C003059,484.66,24,4,0.614,24,0.393,0.544,0
C003060,857.45,12,5,0.731,1,0.6,0.17,0
C003061,509.64,6,2,0.449,41,0.279,0.227,0
C003062,617.26,24,2,0.289,5,0.616,0.318,0
C003063,435.52,24,4,0.498,33,0.063,0.348,1
C003064,198.03,36,1,0.242,7,0.5,0.229,0
C003065,860.29,12,7,0.861,26,0.148,0.295,0
C003066,2707.95,12,2,0.26,50,0.542,0.238,0
C003067,675.01,12,5,0.433,23,0.373,0.134,0
C003068,796.49,6,5,0.21,5,0.34,0.184,0
C003069,1157.69,24,5,0.191,24,0.366,0.18,1
C003070,240.94,12,1,0.482,24,0.286,0.497,1
C003071,2596.74,12,5,0.307,51,0.608,0.041,1
C003072,782.01,12,5,0.852,5,0.261,0.453,1
C003073,2454.03,24,2,0.264,69,0.483,0.503,1
C003074,370.03,36,4,0.775,23,0.451,0.166,0
C003075,2848.22,12,5,0.761,7,0.549,0.045,0
C003076,1236.6,12,6,0.282,14,0.242,0.34,0
C003077,1035.29,24,3,0.572,28,0.117,0.514,0
C003078,802.09,12,3,0.537,0,0.516,0.242,0
C003079,545.21,3,4,0.368,8,0.605,0.228,0
C003080,1737.89,3,1,0.703,43,0.399,0.274,0
C003081,744.18,3,2,0.17,2,0.392,0.642,0
C003082,137.87,12,10,0.119,15,0.411,0.314,0
C003083,272.12,24,5,0.415,17,0.508,0.384,0
C003084,573.25,12,3,0.552,6,0.041,0.584,0
C003085,852.35,12,3,0.655,10,0.154,0.078,0
C003086,635.7,36,2,0.439,48,0.442,0.666,0
C003087,1763.71,24,3,0.342,1,0.318,0.422,0
C003088,139.65,12,2,0.807,3,0.247,0.324,0
C003089,746.11,6,5,0.377,46,0.209,0.078,0
C003090,155.34,6,2,0.227,3,0.172,0.09,0
C003091,1221.42,3,5,0.538,3,0.152,0.303,0
C003092,616.73,6,3,0.634,17,0.493,0.444,0
C003093,930.47,6,2,0.457,83,0.792,0.211,1
C003094,333.25,12,4,0.119,11,0.43,0.502,0
C003095,1851.17,3,3,0.685,14,0.5,0.366,1
C003096,1530.55,6,4,0.334,35,0.202,0.123,0
C003097,1060.86,6,3,0.572,23,0.581,0.343,0
C003098,599.67,12,2,0.727,110,0.414,0.436,1
C003099,1057.74,12,5,0.848,18,0.414,0.144,0
C003100,377.85,12,2,0.381,10,0.624,0.455,0
C003101,1318.76,6,1,0.824,8,0.534,0.32,0
C003102,2488.87,12,4,0.506,87,0.482,0.227,0
C003103,1566.33,3,2,0.072,33,0.102,0.237,1
C003104,371.04,6,5,0.402,34,0.669,0.358,1
C003105,888.14,24,3,0.598,4,0.119,0.587,0
C003106,236.39,36,4,0.357,12,0.305,0.132,0
C003107,1051.44,12,2,0.748,0,0.288,0.273,0
C003108,953.83,36,1,0.516,15,0.166,0.175,0
C003109,149.03,12,3,0.353,1,0.446,0.542,0
C003110,262.58,3,3,0.707,4,0.628,0.074,0
C003111,530.32,36,5,0.48,6,0.277,0.188,0
C003112,522.86,3,5,0.426,33,0.26,0.024,0
C003113,252.75,12,1,0.861,2,0.263,0.297,0
C003114,907.94,6,2,0.507,47,0.26,0.169,1
C003115,813.36,12,6,0.507,16,0.413,0.03,0
C003116,569.4,12,1,0.252,2,0.75,0.239,0
C003117,363.35,12,3,0.553,86,0.53,0.506,1
C003118,1539.12,6,3,0.387,0,0.678,0.35,0
C003119,2500.7,12,4,0.339,3,0.096,0.222,0
C003120,451.76,12,4,0.469,4,0.74,0.515,1
C003121,407.59,36,5,0.207,40,0.246,0.371,1
C003122,985.32,24,2,0.686,8,0.445,0.378,0
C003123,499.48,12,1,0.335,36,0.177,0.099,0
C003124,594.95,6,1,0.864,0,0.28,0.292,0
C003125,1201.98,24,3,0.459,63,0.396,0.124,1
C003126,144.39,6,4,0.432,38,0.451,0.518,0
C003127,1909.59,6,5,0.469,12,0.411,0.019,0
C003128,704.96,12,6,0.391,3,0.38,0.212,1
C003129,478.57,24,5,0.385,5,0.309,0.112,0
C003130,619.31,6,2,0.058,5,0.826,0.194,0
C003131,645.45,6,4,0.289,24,0.5,0.225,0
C003132,166.51,12,3,0.91,9,0.175,0.289,0
C003133,2199.42,6,3,0.278,0,0.304,0.094,0
C003134,687.5,12,4,0.487,9,0.367,0.345,0
C003135,948.04,12,1,0.468,16,0.202,0.384,0
C003136,1424.02,12,1,0.21,1,0.272,0.513,1
C003137,293.85,6,6,0.763,16,0.139,0.152,0
C003138,971.44,6,1,0.455,30,0.772,0.346,0
C003139,536.94,24,2,0.066,16,0.052,0.489,0
C003140,1309.52,24,2,0.155,8,0.546,0.065,0
C003141,121.29,6,2,0.689,8,0.093,0.086,0
C003142,614.45,6,4,0.09,11,0.814,0.104,1
C003143,410.65,3,6,0.349,37,0.151,0.321,0
C003144,939.93,12,5,0.535,0,0.712,0.148,1
C003145,968.78,24,2,0.562,8,0.161,0.639,0
C003146,377.62,12,3,0.732,64,0.908,0.239,0
C003147,376.25,12,4,0.567,35,0.267,0.29,0
C003148,608.79,24,2,0.861,2,0.105,0.244,0
C003149,324.63,36,4,0.739,8,0.092,0.368,0
C003150,1304.52,3,1,0.515,0,0.292,0.36,0
C003151,495.04,6,0,0.654,26,0.584,0.207,0
C003152,65.0,3,3,0.874,2,0.321,0.208,0
C003153,492.82,24,4,0.191,9,0.315,0.407,1
C003154,289.79,24,1,0.689,46,0.344,0.096,1
C003155,180.36,12,5,0.2,2,0.399,0.443,0
C003156,247.17,3,2,0.321,7,0.209,0.145,0
C003157,725.98,6,1,0.913,33,0.588,0.207,1
C003158,1925.45,6,2,0.454,20,0.331,0.394,1
C003159,854.53,12,4,0.118,28,0.353,0.277,1
C003160,409.44,6,2,0.413,63,0.059,0.191,0
C003161,957.88,3,0,0.86,48,0.085,0.114,0
C003162,460.69,24,1,0.443,6,0.534,0.16,0
C003163,381.58,6,2,0.42,7,0.527,0.148,0
C003164,264.15,12,5,0.878,1,0.585,0.637,0
C003165,163.78,6,3,0.554,9,0.121,0.432,0
C003166,486.9,24,4,0.418,29,0.551,0.072,0
C003167,754.79,12,2,0.678,5,0.756,0.065,0
C003168,615.66,36,3,0.355,35,0.301,0.398,1
C003169,476.86,12,1,0.192,17,0.375,0.325,0
C003170,312.12,36,0,0.142,8,0.212,0.371,0
C003171,1082.03,24,0,0.406,10,0.175,0.021,0
C003172,231.9,12,3,0.341,29,0.525,0.19,0
C003173,1237.47,36,1,0.679,7,0.413,0.199,0
C003174,298.34,12,4,0.189,25,0.26,0.076,1
C003175,364.33,12,1,0.368,10,0.04,0.087,0
C003176,205.73,3,4,0.471,33,0.486,0.403,0
C003177,445.36,12,2,0.776,4,0.106,0.146,0
C003178,1451.35,24,1,0.804,7,0.515,0.184,0
C003179,1004.76,24,1,0.707,13,0.031,0.5,0
C003180,1454.97,6,3,0.506,27,0.753,0.264,0
C003181,1010.01,12,1,0.536,3,0.288,0.128,0
C003182,275.08,6,4,0.614,46,0.573,0.325,1
C003183,510.49,12,3,0.258,0,0.438,0.24,0
C003184,356.32,6,5,0.668,0,0.342,0.051,0
C003185,1928.43,36,1,0.512,11,0.479,0.103,0
C003186,255.33,6,5,0.387,35,0.405,0.037,0
C003187,1359.62,6,3,0.189,2,0.484,0.21,0
C003188,1358.81,24,5,0.394,13,0.345,0.377,0
C003189,2874.68,12,2,0.77,11,0.297,0.506,0
C003190,479.26,3,6,0.173,27,0.269,0.274,0
C003191,1175.98,12,2,0.522,4,0.022,0.282,0
C003192,4127.06,3,3,0.129,18,0.311,0.546,1
